country,continent,total_confirmed,total_deaths,total_recovered,active_cases,serious_or_critical,total_cases_per_1m_population,total_deaths_per_1m_population,total_tests,total_tests_per_1m_population,population,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,vaccines_vaccines,vaccinated_percent,tested_positive
Afghanistan,Asia,179267,7690.0,162202.0,9375.0,1124.0,4420,190.0,951337.0,23455.0,40560636,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",22964750.0,19151369.0,18370386.0,2729940.0,218908.0,55.84,46.56,44.67,6.64,5323.0,188998.0,0.46,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",56.61831831236571,18.843690511354023
Albania,Europe,275574,3497.0,271826.0,251.0,2.0,95954,1218.0,1817530.0,632857.0,2871945,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",3088966.0,1349255.0,1279333.0,402371.0,17565.0,108.68,47.47,45.01,14.16,6180.0,6816.0,0.24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",107.55658621596164,15.16200557900007
Algeria,Africa,265816,6875.0,178371.0,80570.0,6.0,5865,152.0,230861.0,5093.0,45325517,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",15267442.0,7840131.0,6481186.0,575651.0,256927.0,34.0,17.46,14.43,1.28,5722.0,105248.0,0.234,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",33.68398864595411,115.14114553779113
Andorra,Europe,42156,153.0,41021.0,982.0,14.0,543983,1974.0,249838.0,3223924.0,77495,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",157072.0,57913.0,53501.0,43071.0,1762.0,196.73,72.53,67.01,53.94,22068.0,854.0,1.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",202.68662494354476,16.873333920380407
Angola,Africa,99194,1900.0,97149.0,145.0,,2853,55.0,1499795.0,43136.0,34769277,Oxford/AstraZeneca,27819132.0,16550642.0,9609080.0,3067091.0,183173.0,78.17,46.5,27.0,8.62,5147.0,147117.0,0.413,Oxford/AstraZeneca,80.01067149023548,6.613837224420671
Anguilla,North America,2984,9.0,2916.0,59.0,4.0,195646,590.0,51382.0,3368870.0,15252,"Oxford/AstraZeneca, Pfizer/BioNTech",24604.0,10854.0,10380.0,3309.0,331.0,154.97,68.36,65.38,20.84,20848.0,331.0,2.085,"Oxford/AstraZeneca, Pfizer/BioNTech",161.31654864935746,5.807481219103967
Antigua And Barbuda,North America,7721,137.0,7511.0,73.0,1.0,77646,1378.0,18901.0,190076.0,99439,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",136512.0,64290.0,62384.0,9838.0,1278.0,145.58,68.56,66.53,10.49,13629.0,895.0,0.954,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",137.28215287764357,40.84969049256653
Argentina,South America,9101319,128729.0,8895999.0,76591.0,372.0,197992,2800.0,35716069.0,776974.0,45968174,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",116978521.0,41529058.0,34900613.0,37713094.0,453344.0,257.04,91.25,76.69,82.87,9961.0,320974.0,0.705,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",254.47719763678234,25.48242081176403
Armenia,Asia,422896,8623.0,412048.0,2225.0,,142219,2900.0,3068217.0,1031834.0,2973558,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik Light, Sputnik V",2256919.0,1150915.0,1030758.0,81354.0,17910.0,81.17,41.39,37.07,2.93,6441.0,14234.0,0.512,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik Light, Sputnik V",75.89961251806758,13.783118990605944
Aruba,North America,35693,213.0,35199.0,281.0,,331689,1979.0,177885.0,1653053.0,107610,Pfizer/BioNTech,174914.0,90546.0,84368.0,0.0,2679.0,164.3,85.05,79.25,0.0,25165.0,1796.0,1.687,Pfizer/BioNTech,162.54437319951677,20.065210669814768
Australia,Australia/Oceania,6593795,7794.0,6199822.0,386179.0,129.0,253112,299.0,70885598.0,2721042.0,26050899,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",69686752.0,22231734.0,21647523.0,19790466.0,295848.0,266.21,84.93,82.7,75.6,11302.0,155677.0,0.595,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",267.5022923393162,9.30202352246503
Austria,Europe,4212492,18303.0,4135885.0,58304.0,58.0,462804,2011.0,185034905.0,20328801.0,9102106,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sanofi/GSK, Valneva",20468731.0,6899873.0,6683263.0,5405966.0,113669.0,228.97,77.18,74.76,60.47,12715.0,52117.0,0.583,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sanofi/GSK, Valneva",224.87906644901742,2.2765931649490674
Azerbaijan,Asia,792638,9709.0,782869.0,60.0,,76885,942.0,6838458.0,663324.0,10309383,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",13857111.0,5373253.0,4862494.0,3362453.0,85991.0,133.78,51.88,46.94,32.46,8302.0,51223.0,0.495,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",134.41261227757278,11.59088788729857
Bahamas,North America,33871,801.0,32488.0,582.0,,84626,2001.0,233473.0,583330.0,400242,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",366359.0,174810.0,166972.0,36965.0,3473.0,89.36,42.64,40.73,9.02,8471.0,2992.0,0.73,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",91.5343717051184,14.507459106620466
Bahrain,Asia,576997,1479.0,569758.0,5760.0,4.0,318491,816.0,9775981.0,5396149.0,1811659,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",3476633.0,1241174.0,1226796.0,1008663.0,22003.0,236.15,84.31,83.33,68.51,14945.0,12516.0,0.85,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",191.90327760356666,5.9021902763518055
Bangladesh,Asia,1953012,29127.0,1899419.0,24466.0,1273.0,11643,174.0,14051455.0,83767.0,167745162,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",361742554.0,151507162.0,142201684.0,68615250.0,3758404.0,211.32,88.5,83.07,40.08,21955.0,2824092.0,1.65,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",215.6500668555794,13.89900191830668
Barbados,North America,76261,433.0,71497.0,4331.0,,264768,1503.0,669421.0,2324136.0,288030,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",384049.0,163853.0,155047.0,62848.0,5597.0,136.36,58.18,55.05,22.31,19872.0,3153.0,1.119,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",133.3364580078464,11.392083606579417
Belarus,Europe,982867,6978.0,,,,104078,739.0,13220483.0,1399951.0,9443535,"KoviVac/Chumakov, Sinopharm/Beijing, Sputnik Light, Sputnik V",22511000.0,6536392.0,6414996.0,5720777.0,77113.0,236.09,68.55,67.28,60.0,8087.0,41685.0,0.437,"KoviVac/Chumakov, Sinopharm/Beijing, Sputnik Light, Sputnik V",238.37471878909753,7.43442580728707
Belgium,Europe,4116397,31613.0,3941350.0,143434.0,117.0,352324,2706.0,33846023.0,2896893.0,11683561,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",31469387.0,9261641.0,9170945.0,13556521.0,155101.0,269.99,79.46,78.68,116.31,13307.0,100652.0,0.864,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",269.34756449681737,12.162129063139854
Belize,North America,57896,676.0,56761.0,459.0,6.0,140843,1644.0,549217.0,1336070.0,411069,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",510717.0,258473.0,221402.0,53198.0,4569.0,126.01,63.78,54.63,13.13,11274.0,2076.0,0.512,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",124.24118578632783,10.54155279242995
Benin,Africa,26952,163.0,25506.0,1283.0,5.0,2120,13.0,604310.0,47530.0,12714341,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",4232541.0,3697190.0,2742837.0,0.0,60281.0,31.7,27.69,20.54,0.0,4514.0,59279.0,0.444,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",33.28950356137215,4.459962601975807
Bermuda,North America,14135,135.0,13664.0,336.0,,228537,2183.0,893980.0,14454002.0,61850,"Oxford/AstraZeneca, Pfizer/BioNTech",132042.0,48554.0,47657.0,35831.0,1224.0,205.65,75.62,74.22,55.81,19063.0,479.0,0.746,"Oxford/AstraZeneca, Pfizer/BioNTech",213.4874696847211,1.5811315689389025
Bhutan,Asia,59570,21.0,59491.0,58.0,,75651,27.0,2303690.0,2925573.0,787432,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",2011426.0,699116.0,677669.0,634641.0,91636.0,257.07,89.35,86.61,81.11,117113.0,91636.0,11.711,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",255.44123175080514,2.5858513949359505
Bolivia,South America,906146,21943.0,863665.0,20538.0,220.0,75704,1833.0,2705422.0,226025.0,11969554,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",14690530.0,7361008.0,6160585.0,2167589.0,107780.0,120.18,60.22,50.4,17.73,8817.0,69882.0,0.572,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",122.73247608056239,33.493702646019734
Bosnia And Herzegovina,Europe,377511,15778.0,,,,116414,4866.0,1767199.0,544957.0,3242823,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",1924950.0,943394.0,846080.0,120530.0,17247.0,59.53,29.18,26.17,3.73,5334.0,11388.0,0.352,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",59.360316613025134,21.362110322606565
Botswana,Africa,306324,2690.0,303026.0,608.0,1.0,125541,1102.0,2026898.0,830683.0,2440037,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",3171667.0,1951054.0,1663490.0,510809.0,56751.0,120.58,74.18,63.24,19.42,21576.0,16354.0,0.622,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",129.98438138438064,15.112945989388713
Brazil,South America,30682094,664920.0,29718402.0,298772.0,8318.0,142460,3087.0,63776166.0,296119.0,215373503,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",486436436.0,189643431.0,176164186.0,126388587.0,1941268.0,225.92,88.08,81.82,58.7,9016.0,1260346.0,0.585,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",225.8571408387224,48.10902869263104
British Virgin Islands,North America,6573,62.0,,,1.0,214762,2026.0,103637.0,3386166.0,30606,"Johnson&Johnson, Oxford/AstraZeneca",41453.0,19466.0,18261.0,3726.0,343.0,132.3,62.13,58.28,11.89,10947.0,232.0,0.74,"Johnson&Johnson, Oxford/AstraZeneca",135.44076324903614,6.342329476924265
Brunei Darussalam,Asia,144659,220.0,142788.0,1651.0,,324871,494.0,717784.0,1611980.0,445281,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",1293100.0,451149.0,446714.0,340466.0,7901.0,287.99,100.48,99.49,75.83,17597.0,4619.0,1.029,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",290.40089291930263,20.153555944406673
Bulgaria,Europe,1161504,37045.0,1014302.0,110157.0,54.0,169536,5407.0,9924259.0,1448573.0,6851060,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4726614.0,2155863.0,2078006.0,768430.0,27038.0,69.69,31.79,30.64,11.33,3987.0,12994.0,0.192,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",68.99098825583194,11.703684879646934
Burkina Faso,Africa,20853,382.0,20439.0,32.0,,949,17.0,248995.0,11333.0,21970296,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",7893609.0,6089089.0,5232347.0,4056.0,39484.0,34.81,26.86,23.08,0.02,1741.0,75658.0,0.334,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",35.928550985384994,8.374866965200106
Burundi,Africa,41235,38.0,,,,3286,3.0,345742.0,27549.0,12549999,"Johnson&Johnson, Sinopharm/Beijing",42252.0,36909.0,36321.0,314.0,410.0,0.33,0.29,0.28,0.0,32.0,265.0,0.002,"Johnson&Johnson, Sinopharm/Beijing",0.33666934953540634,11.926523245657167
Cabo Verde,Africa,56105,401.0,55613.0,91.0,23.0,98910,707.0,400982.0,706908.0,567234,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",859940.0,356734.0,308720.0,749.0,6701.0,144.98,60.14,52.05,0.13,11297.0,3410.0,0.575,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",151.6023369544139,13.991899885780409
Cambodia,Asia,136262,3056.0,133194.0,12.0,,7945,178.0,2961934.0,172709.0,17149867,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",47826645.0,15316670.0,14693274.0,10782710.0,593431.0,285.23,91.35,87.63,64.31,35391.0,191715.0,1.143,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",278.87472829964224,4.600440117841924
Cameroon,Africa,119780,1927.0,117791.0,62.0,13.0,4312,69.0,1751774.0,63068.0,27776053,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",4880572.0,3753733.0,3197286.0,803560.0,232219.0,17.48,13.45,11.45,2.88,8319.0,184507.0,0.661,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",17.57115022785995,6.837640015207441
Canada,North America,3821346,40228.0,3499564.0,281554.0,423.0,99622,1049.0,61436458.0,1601640.0,38358465,"Johnson&Johnson, Medicago, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",102877159.0,34742937.0,31758251.0,34890285.0,545858.0,267.53,90.35,82.59,90.73,14195.0,343277.0,0.893,"Johnson&Johnson, Medicago, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",268.1993635563884,6.2199972530968495
Caribbean Netherlands,North America,9915,35.0,9829.0,51.0,,371668,1312.0,30126.0,1129287.0,26677,,,,,,,,,,,,,,,,32.91177056363274
Cayman Islands,North America,23578,28.0,8553.0,14997.0,1.0,351077,417.0,222773.0,3317098.0,67159,"Oxford/AstraZeneca, Pfizer/BioNTech",152148.0,62113.0,60696.0,24064.0,1024.0,221.4,90.38,88.32,35.02,14901.0,670.0,0.975,"Oxford/AstraZeneca, Pfizer/BioNTech",226.5489361068509,10.583867883450868
Central African Republic,Africa,14649,113.0,6859.0,7677.0,2.0,2938,23.0,81294.0,16304.0,4986136,"Covaxin, Oxford/AstraZeneca",3342248.0,2600389.0,2484985.0,366221.0,25469.0,59.91,46.61,44.54,6.56,4565.0,26928.0,0.483,"Covaxin, Oxford/AstraZeneca",67.03082306619795,18.019780057568823
Chad,Africa,7414,193.0,4874.0,2347.0,,428,11.0,191341.0,11058.0,17303260,Sinopharm/Beijing,9151765.0,5147667.0,5020360.0,4042573.0,153584.0,51.64,29.04,28.33,22.81,8666.0,141671.0,0.799,Sinopharm/Beijing,52.890409090541326,3.874757631662843
Channel Islands,Europe,75275,173.0,74574.0,528.0,,425648,978.0,1252808.0,7084095.0,176848,,,,,,,,,,,,,,,,6.0085024999840355
Chile,South America,3605522,57722.0,3468131.0,79669.0,159.0,185643,2972.0,37693651.0,1940790.0,19421812,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",66864900.0,18088517.0,17700117.0,27474929.0,298755.0,341.08,92.27,90.29,140.15,15240.0,185093.0,0.944,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",344.2773516703797,9.565329715606483
China Hong Kong Sar,Asia,1208506,9361.0,,,5.0,158800,1230.0,44972952.0,5909516.0,7610260,,,,,,,,,,,,,,,,2.687184065657954
China Macao Sar,Asia,82,,82.0,0.0,,123,,5375.0,8073.0,665819,,,,,,,,,,,,,,,,1.525581395348837
China,Asia,221804,5209.0,210454.0,6141.0,383.0,154,4.0,160000000.0,111163.0,1439323776,"CanSino, IMBCAMS, KCONVAC, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",3491077000.0,1310292000.0,1276760000.0,826913000.0,22424286.0,244.84,91.89,89.54,57.99,15727.0,5850649.0,0.41,"CanSino, IMBCAMS, KCONVAC, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",242.54980416581407,0.1386275
Colombia,South America,6095316,139821.0,5928829.0,26666.0,342.0,117459,2694.0,34675581.0,668214.0,51892950,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",90931192.0,43012174.0,37204128.0,14944212.0,414465.0,175.29,82.92,71.72,28.81,7990.0,303302.0,0.585,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",175.22841156650372,17.57812219498211
Comoros,Africa,8100,160.0,7933.0,7.0,,8959,177.0,,,904091,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",835021.0,438825.0,397080.0,0.0,7718.0,99.79,52.44,47.45,0.0,9223.0,5170.0,0.618,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",92.3602823167137,
Congo,Africa,24079,385.0,20178.0,3516.0,,4172,67.0,347815.0,60270.0,5770949,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",833210.0,695760.0,654119.0,0.0,7088.0,13.96,11.65,10.96,0.0,1187.0,6763.0,0.113,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",14.43800664327479,6.922933168494745
Cook Islands,Australia/Oceania,5410,1.0,5291.0,118.0,,307491,57.0,17469.0,992895.0,17594,Pfizer/BioNTech,40854.0,15112.0,14728.0,10240.0,1433.0,239.87,88.73,86.47,60.12,84136.0,561.0,3.294,Pfizer/BioNTech,232.20416050926454,30.969145343179346
Costa Rica,North America,866164,8444.0,841683.0,16037.0,48.0,167189,1630.0,4401922.0,849668.0,5180753,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13576935.0,4650636.0,4369784.0,2986527.0,87355.0,262.06,89.77,84.35,57.65,16861.0,84391.0,1.629,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",262.0648967437745,19.676950204933206
Cote D Ivoire,Africa,81989,799.0,81168.0,22.0,,2971,29.0,1509861.0,54716.0,27594347,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",25263932.0,13568372.0,12164304.0,3138712.0,121105.0,89.71,48.18,43.2,11.15,4301.0,86551.0,0.307,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",91.55473764245988,5.430234968649432
Croatia,Europe,1131450,15930.0,1111405.0,4115.0,15.0,278811,3925.0,4838151.0,1192212.0,4058130,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",5374628.0,2323025.0,2251809.0,594785.0,35538.0,133.35,57.64,55.87,14.76,8818.0,26979.0,0.669,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",132.44100115077634,23.38600014757704
Cuba,North America,1104589,8529.0,1095534.0,526.0,23.0,97633,754.0,12920253.0,1141997.0,11313741,"Abdala, Soberana Plus, Soberana02",45995747.0,10805570.0,10053658.0,8792717.0,321878.0,410.23,96.37,89.67,78.42,28708.0,199370.0,1.778,"Abdala, Soberana Plus, Soberana02",406.54763972411956,8.549283051965004
Curacao,North America,43017,275.0,42203.0,539.0,3.0,260168,1663.0,496693.0,3004016.0,165343,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",260324.0,108601.0,100885.0,49213.0,3452.0,136.17,56.81,52.77,25.74,18057.0,3039.0,1.59,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",157.44482681456125,8.660681749088472
Cyprus,Asia,477711,1032.0,124370.0,352309.0,60.0,390374,843.0,9477138.0,7744481.0,1223728,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",1798610.0,671193.0,646142.0,481275.0,12513.0,225.04,78.8,81.78,53.71,15701.0,8571.0,0.957,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",146.97792319861932,5.040667340709822
Cyprus,Asia,477711,1032.0,124370.0,352309.0,60.0,390374,843.0,9477138.0,7744481.0,1223728,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",1798610.0,671193.0,646142.0,481275.0,12513.0,225.04,78.8,81.78,53.71,15701.0,8571.0,0.957,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",146.97792319861932,5.040667340709822
Czech Republic,Europe,3915847,40245.0,3871654.0,3948.0,14.0,364401,3745.0,55323981.0,5148342.0,10745981,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",19047108.0,6982006.0,6895763.0,5581388.0,98393.0,181.5,66.53,65.71,53.19,9376.0,64329.0,0.613,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",177.2486662688125,7.0780282423999825
Democratic Republic Of The Congo,Africa,87023,1337.0,50930.0,34756.0,,920,14.0,846704.0,8948.0,94629737,Oxford/AstraZeneca,18808671.0,17045721.0,14399520.0,0.0,99124.0,19.0,17.22,14.54,0.0,1001.0,101350.0,0.102,Oxford/AstraZeneca,19.87606813279001,10.277853889907217
Denmark,Europe,2976667,6287.0,2960386.0,9994.0,12.0,510561,1078.0,127345763.0,21842472.0,5830190,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",14961517.0,4746522.0,4712002.0,3617006.0,124721.0,254.35,80.69,80.11,61.49,21203.0,47326.0,0.805,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",256.621430862459,2.337468424450054
Djibouti,Africa,15631,189.0,15427.0,15.0,,15404,186.0,305941.0,301492.0,1014756,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",442199.0,421573.0,401208.0,0.0,2149.0,39.45,37.61,35.79,0.0,1917.0,1954.0,0.174,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",43.57687956513684,5.109155033159989
Dominica,North America,12685,63.0,12323.0,299.0,,175403,871.0,194894.0,2694921.0,72319,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",67647.0,32995.0,30659.0,3993.0,901.0,92.98,45.35,42.14,5.49,12384.0,832.0,1.144,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",93.5397336799458,6.508666249345799
Dominican Republic,North America,580412,4376.0,575583.0,453.0,1.0,52524,396.0,3305829.0,299156.0,11050510,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",16430339.0,7367193.0,6130377.0,2574938.0,184208.0,146.32,65.61,54.6,22.93,16405.0,112637.0,1.003,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",148.6839883408096,17.5572299716652
Ecuador,South America,872268,35607.0,,,759.0,48080,1963.0,2470170.0,136158.0,18141962,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",39564195.0,15333873.0,14240587.0,10554926.0,354692.0,219.79,85.18,79.11,58.64,19704.0,330279.0,1.835,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",218.08112595539555,35.312063542185356
Egypt,Africa,515645,24613.0,442182.0,48850.0,122.0,4868,232.0,3693367.0,34867.0,105928386,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",112673535.0,56907319.0,42337175.0,15217352.0,615408.0,101.52,51.27,38.15,13.71,5545.0,342648.0,0.309,"CanSino, Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",106.36765012165861,13.961379954930015
El Salvador,North America,162089,4129.0,150662.0,7298.0,8.0,24757,631.0,1950448.0,297908.0,6547158,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",11289175.0,4652597.0,4344286.0,2292292.0,72435.0,178.16,73.43,68.56,36.18,11432.0,44776.0,0.707,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",172.42863239286422,8.310347161267567
Equatorial Guinea,Africa,15910,183.0,15701.0,26.0,5.0,10687,123.0,317211.0,213068.0,1488778,"Sinopharm/Beijing, Sinovac",488738.0,270109.0,214032.0,4597.0,5013.0,29.18,16.13,12.78,0.27,2993.0,3393.0,0.203,"Sinopharm/Beijing, Sinovac",32.828131528004846,5.015588992815507
Eritrea,Africa,9745,103.0,9632.0,10.0,,2679,28.0,23693.0,6513.0,3637828,,,,,,,,,,,,,,,,41.13029164732199
Estonia,Europe,573922,2556.0,514836.0,56530.0,3.0,432106,1924.0,3345340.0,2518710.0,1328196,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",2171623.0,870213.0,862748.0,659459.0,10161.0,163.76,65.62,65.06,49.73,7663.0,6125.0,0.462,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",163.50169703869005,17.155864575797974
